#Time;Velocity
0;0
0.005;0
0.01;0
0.015;0.0002
0.02;0.0002
0.025;0.0004
0.03;0.0006
0.035;0.0008
0.04;0.001
0.045;0.0014
0.05;0.0016
0.055;0.002
0.06;0.0024
0.065;0.0028
0.07;0.0034
0.075;0.0036
0.08;0.0042
0.085;0.0048
0.09;0.0052
0.095;0.006
0.1;0.0064
0.105;0.007
0.11;0.0076
0.115;0.0082
0.12;0.0088
0.125;0.0094
0.13;0.0102
0.135;0.0108
0.14;0.0114
0.145;0.0122
0.15;0.0128
0.155;0.0134
0.16;0.0142
0.165;0.0146
0.17;0.0156
0.175;0.016
0.18;0.0166
0.185;0.0174
0.19;0.0178
0.195;0.0184
0.2;0.0192
0.205;0.0196
0.21;0.02
0.215;0.0206
0.22;0.0212
0.225;0.0216
0.23;0.022
0.235;0.0224
0.24;0.0228
0.245;0.023
0.25;0.0234
0.255;0.0238
0.26;0.024
0.265;0.024
0.27;0.0244
0.275;0.0244
0.28;0.0246
0.285;0.0246
0.29;0.0246
0.295;0.0246
0.3;0.0244
0.305;0.0244
0.31;0.0242
0.315;0.0242
0.32;0.0238
0.325;0.0234
0.33;0.0232
0.335;0.0228
0.34;0.0224
0.345;0.022
0.35;0.0214
0.355;0.0208
0.36;0.0202
0.365;0.0196
0.37;0.019
0.375;0.018
0.38;0.0174
0.385;0.0166
0.39;0.0158
0.395;0.0148
0.4;0.0138
0.405;0.013
0.41;0.0118
0.415;0.0108
0.42;0.0096
0.425;0.0084
0.43;0.0074
0.435;0.006
0.44;0.005
0.445;0.0034
0.45;0.0022
0.455;0.0008
0.46;-0.0006
0.465;-0.0018
0.47;-0.0036
0.475;-0.0048
0.48;-0.0066
0.485;-0.008
0.49;-0.0096
0.495;-0.011
0.5;-0.0128
0.505;-0.0144
0.51;-0.0162
0.515;-0.0178
0.52;-0.0194
0.525;-0.0212
0.53;-0.0228
0.535;-0.0246
0.54;-0.0264
0.545;-0.0282
0.55;-0.03
0.555;-0.0318
0.56;-0.0334
0.565;-0.0354
0.57;-0.0372
0.575;-0.039
0.58;-0.0406
0.585;-0.0426
0.59;-0.0444
0.595;-0.0462
0.6;-0.048
0.605;-0.0496
0.61;-0.0516
0.615;-0.0534
0.62;-0.055
0.625;-0.0568
0.63;-0.0586
0.635;-0.0604
0.64;-0.062
0.645;-0.0636
0.65;-0.0654
0.655;-0.067
0.66;-0.0686
0.665;-0.0702
0.67;-0.0718
0.675;-0.0732
0.68;-0.0748
0.685;-0.0764
0.69;-0.0776
0.695;-0.079
0.7;-0.0806
0.705;-0.0818
0.71;-0.083
0.715;-0.0842
0.72;-0.0856
0.725;-0.0866
0.73;-0.0878
0.735;-0.0886
0.74;-0.0898
0.745;-0.0908
0.75;-0.0916
0.755;-0.0924
0.76;-0.093
0.765;-0.094
0.77;-0.0944
0.775;-0.095
0.78;-0.0956
0.785;-0.096
0.79;-0.0964
0.795;-0.0968
0.8;-0.0968
0.805;-0.097
0.81;-0.0972
0.815;-0.0972
0.82;-0.097
0.825;-0.0968
0.83;-0.0966
0.835;-0.0962
0.84;-0.0958
0.845;-0.0954
0.85;-0.0948
0.855;-0.094
0.86;-0.0932
0.865;-0.0924
0.87;-0.0916
0.875;-0.0904
0.88;-0.0892
0.885;-0.088
0.89;-0.0866
0.895;-0.0852
0.9;-0.0836
0.905;-0.0822
0.91;-0.0802
0.915;-0.0786
0.92;-0.0766
0.925;-0.0746
0.93;-0.0724
0.935;-0.0702
0.94;-0.0678
0.945;-0.0656
0.95;-0.0628
0.955;-0.0604
0.96;-0.0578
0.965;-0.0548
0.97;-0.052
0.975;-0.049
0.98;-0.0458
0.985;-0.0428
0.99;-0.0396
0.995;-0.036
1;-0.0328
1.005;-0.0292
1.01;-0.0256
1.015;-0.022
1.02;-0.0184
1.025;-0.0144
1.03;-0.0104
1.035;-0.0066
1.04;-0.0026
1.045;0.0016
1.05;0.0056
1.055;0.01
1.06;0.0142
1.065;0.0184
1.07;0.0228
1.075;0.0272
1.08;0.0316
1.085;0.0362
1.09;0.0406
1.095;0.0452
1.1;0.0498
1.105;0.0544
1.11;0.0588
1.115;0.0636
1.12;0.068
1.125;0.0728
1.13;0.0774
1.135;0.082
1.14;0.0866
1.145;0.091
1.15;0.0958
1.155;0.1002
1.16;0.1048
1.165;0.1092
1.17;0.1136
1.175;0.118
1.18;0.1224
1.185;0.1266
1.19;0.1308
1.195;0.135
1.2;0.1392
1.205;0.143
1.21;0.147
1.215;0.151
1.22;0.1546
1.225;0.1584
1.23;0.1618
1.235;0.1654
1.24;0.1688
1.245;0.1722
1.25;0.1752
1.255;0.1782
1.26;0.181
1.265;0.184
1.27;0.1866
1.275;0.1892
1.28;0.1916
1.285;0.1938
1.29;0.196
1.295;0.1978
1.3;0.1998
1.305;0.2014
1.31;0.203
1.315;0.2044
1.32;0.2056
1.325;0.2066
1.33;0.2074
1.335;0.2084
1.34;0.2088
1.345;0.2092
1.35;0.2096
1.355;0.2096
1.36;0.2096
1.365;0.2092
1.37;0.2088
1.375;0.2084
1.38;0.2076
1.385;0.2066
1.39;0.2054
1.395;0.2044
1.4;0.2028
1.405;0.2012
1.41;0.1996
1.415;0.1976
1.42;0.1956
1.425;0.1932
1.43;0.191
1.435;0.1884
1.44;0.1856
1.445;0.183
1.45;0.1798
1.455;0.1768
1.46;0.1734
1.465;0.17
1.47;0.1664
1.475;0.1628
1.48;0.159
1.485;0.155
1.49;0.1508
1.495;0.1468
1.5;0.1424
1.505;0.138
1.51;0.1334
1.515;0.1288
1.52;0.1242
1.525;0.1192
1.53;0.1144
1.535;0.1094
1.54;0.1042
1.545;0.099
1.55;0.0938
1.555;0.0886
1.56;0.083
1.565;0.0776
1.57;0.0722
1.575;0.0666
1.58;0.061
1.585;0.0554
1.59;0.0498
1.595;0.044
1.6;0.0382
1.605;0.0324
1.61;0.0268
1.615;0.0208
1.62;0.015
1.625;0.0094
1.63;0.0034
1.635;-0.0024
1.64;-0.0084
1.645;-0.014
1.65;-0.0198
1.655;-0.0256
1.66;-0.0314
1.665;-0.0372
1.67;-0.0428
1.675;-0.0484
1.68;-0.0542
1.685;-0.0596
1.69;-0.0652
1.695;-0.0708
1.7;-0.0762
1.705;-0.0816
1.71;-0.087
1.715;-0.0924
1.72;-0.0974
1.725;-0.1026
1.73;-0.1078
1.735;-0.1128
1.74;-0.1178
1.745;-0.1226
1.75;-0.1274
1.755;-0.132
1.76;-0.1368
1.765;-0.1414
1.77;-0.1458
1.775;-0.1502
1.78;-0.1546
1.785;-0.1586
1.79;-0.1628
1.795;-0.167
1.8;-0.1708
1.805;-0.1746
1.81;-0.1784
1.815;-0.182
1.82;-0.1856
1.825;-0.1888
1.83;-0.1924
1.835;-0.1956
1.84;-0.1986
1.845;-0.2018
1.85;-0.2046
1.855;-0.2074
1.86;-0.2102
1.865;-0.2128
1.87;-0.2152
1.875;-0.2176
1.88;-0.2198
1.885;-0.222
1.89;-0.224
1.895;-0.226
1.9;-0.2278
1.905;-0.2296
1.91;-0.2312
1.915;-0.2326
1.92;-0.2338
1.925;-0.2354
1.93;-0.2362
1.935;-0.2374
1.94;-0.2382
1.945;-0.239
1.95;-0.2398
1.955;-0.2402
1.96;-0.2408
1.965;-0.241
1.97;-0.241
1.975;-0.2414
1.98;-0.2412
1.985;-0.241
1.99;-0.2408
1.995;-0.2402
2;-0.2398
2.005;-0.2392
2.01;-0.2384
2.015;-0.2374
2.02;-0.2364
2.025;-0.2352
2.03;-0.234
2.035;-0.2326
2.04;-0.2312
2.045;-0.2294
2.05;-0.2276
2.055;-0.2258
2.06;-0.2236
2.065;-0.2216
2.07;-0.2194
2.075;-0.2168
2.08;-0.2144
2.085;-0.2118
2.09;-0.209
2.095;-0.206
2.1;-0.203
2.105;-0.1998
2.11;-0.1966
2.115;-0.1932
2.12;-0.1896
2.125;-0.186
2.13;-0.1824
2.135;-0.1782
2.14;-0.1744
2.145;-0.1702
2.15;-0.166
2.155;-0.1614
2.16;-0.1572
2.165;-0.1524
2.17;-0.1478
2.175;-0.143
2.18;-0.138
2.185;-0.133
2.19;-0.1278
2.195;-0.1224
2.2;-0.1172
2.205;-0.1118
2.21;-0.1062
2.215;-0.1004
2.22;-0.0948
2.225;-0.0888
2.23;-0.083
2.235;-0.077
2.24;-0.0708
2.245;-0.0648
2.25;-0.0584
2.255;-0.0522
2.26;-0.0458
2.265;-0.0392
2.27;-0.0328
2.275;-0.0262
2.28;-0.0196
2.285;-0.0128
2.29;-0.0062
2.295;0.0004
2.3;0.0074
2.305;0.0142
2.31;0.021
2.315;0.028
2.32;0.0348
2.325;0.0416
2.33;0.0486
2.335;0.0556
2.34;0.0624
2.345;0.0692
2.35;0.0762
2.355;0.083
2.36;0.09
2.365;0.0966
2.37;0.1036
2.375;0.1102
2.38;0.117
2.385;0.1234
2.39;0.1302
2.395;0.1366
2.4;0.1432
2.405;0.1494
2.41;0.1558
2.415;0.162
2.42;0.1682
2.425;0.1742
2.43;0.1802
2.435;0.1858
2.44;0.1918
2.445;0.1972
2.45;0.2028
2.455;0.2082
2.46;0.2132
2.465;0.2186
2.47;0.2234
2.475;0.2282
2.48;0.2328
2.485;0.2374
2.49;0.2418
2.495;0.246
2.5;0.25
2.505;0.2538
2.51;0.2576
2.515;0.261
2.52;0.2646
2.525;0.2674
2.53;0.2706
2.535;0.2734
2.54;0.276
2.545;0.2784
2.55;0.2806
2.555;0.2826
2.56;0.2844
2.565;0.286
2.57;0.2876
2.575;0.2886
2.58;0.2898
2.585;0.2904
2.59;0.2912
2.595;0.2916
2.6;0.2918
2.605;0.2918
2.61;0.2916
2.615;0.2912
2.62;0.2904
2.625;0.2898
2.63;0.2886
2.635;0.2876
2.64;0.286
2.645;0.2846
2.65;0.2826
2.655;0.2806
2.66;0.2784
2.665;0.276
2.67;0.2734
2.675;0.2708
2.68;0.2676
2.685;0.2646
2.69;0.2612
2.695;0.2578
2.7;0.254
2.705;0.2504
2.71;0.2462
2.715;0.242
2.72;0.2378
2.725;0.2334
2.73;0.2286
2.735;0.224
2.74;0.219
2.745;0.214
2.75;0.2088
2.755;0.2036
2.76;0.198
2.765;0.1926
2.77;0.1868
2.775;0.1812
2.78;0.1754
2.785;0.1692
2.79;0.1634
2.795;0.157
2.8;0.151
2.805;0.1446
2.81;0.1382
2.815;0.1318
2.82;0.1254
2.825;0.1188
2.83;0.1122
2.835;0.1056
2.84;0.0988
2.845;0.092
2.85;0.0854
2.855;0.0786
2.86;0.0718
2.865;0.065
2.87;0.0582
2.875;0.0512
2.88;0.0446
2.885;0.0376
2.89;0.031
2.895;0.024
2.9;0.0172
2.905;0.0106
2.91;0.0038
2.915;-0.0028
2.92;-0.0096
2.925;-0.0162
2.93;-0.0228
2.935;-0.0292
2.94;-0.0358
2.945;-0.0422
2.95;-0.0486
2.955;-0.055
2.96;-0.061
2.965;-0.0674
2.97;-0.0734
2.975;-0.0794
2.98;-0.0854
2.985;-0.0912
2.99;-0.0972
2.995;-0.1026
3;-0.1084
3.005;-0.114
3.01;-0.1192
3.015;-0.1248
3.02;-0.13
3.025;-0.135
3.03;-0.1402
3.035;-0.145
3.04;-0.15
3.045;-0.1546
3.05;-0.1594
3.055;-0.1638
3.06;-0.1682
3.065;-0.1726
3.07;-0.1768
3.075;-0.181
3.08;-0.185
3.085;-0.1888
3.09;-0.1924
3.095;-0.1962
3.1;-0.1998
3.105;-0.2032
3.11;-0.2066
3.115;-0.2096
3.12;-0.2128
3.125;-0.2158
3.13;-0.2186
3.135;-0.2214
3.14;-0.224
3.145;-0.2264
3.15;-0.229
3.155;-0.2312
3.16;-0.2332
3.165;-0.2354
3.17;-0.2374
3.175;-0.2392
3.18;-0.2408
3.185;-0.2426
3.19;-0.2438
3.195;-0.2454
3.2;-0.2466
3.205;-0.2476
3.21;-0.2488
3.215;-0.2496
3.22;-0.2504
3.225;-0.2512
3.23;-0.2516
3.235;-0.2522
3.24;-0.2524
3.245;-0.2528
3.25;-0.2528
3.255;-0.2528
3.26;-0.2528
3.265;-0.2524
3.27;-0.2522
3.275;-0.2516
3.28;-0.2512
3.285;-0.2504
3.29;-0.2496
3.295;-0.2488
3.3;-0.2476
3.305;-0.2466
3.31;-0.2454
3.315;-0.2438
3.32;-0.2426
3.325;-0.2408
3.33;-0.2392
3.335;-0.2374
3.34;-0.2354
3.345;-0.2332
3.35;-0.2312
3.355;-0.229
3.36;-0.2264
3.365;-0.224
3.37;-0.2214
3.375;-0.2186
3.38;-0.2158
3.385;-0.2128
3.39;-0.2096
3.395;-0.2066
3.4;-0.2032
3.405;-0.1998
3.41;-0.1962
3.415;-0.1924
3.42;-0.1888
3.425;-0.185
3.43;-0.181
3.435;-0.1768
3.44;-0.1726
3.445;-0.1682
3.45;-0.1638
3.455;-0.1594
3.46;-0.1546
3.465;-0.15
3.47;-0.145
3.475;-0.1402
3.48;-0.135
3.485;-0.13
3.49;-0.1248
3.495;-0.1192
3.5;-0.114
3.505;-0.1084
3.51;-0.1026
3.515;-0.0972
3.52;-0.0912
3.525;-0.0854
3.53;-0.0794
3.535;-0.0734
3.54;-0.0674
3.545;-0.061
3.55;-0.055
3.555;-0.0486
3.56;-0.0422
3.565;-0.0358
3.57;-0.0292
3.575;-0.0228
3.58;-0.0162
3.585;-0.0096
3.59;-0.0028
3.595;0.0038
3.6;0.0106
3.605;0.0172
3.61;0.024
3.615;0.031
3.62;0.0376
3.625;0.0446
3.63;0.0512
3.635;0.0582
3.64;0.065
3.645;0.0718
3.65;0.0786
3.655;0.0854
3.66;0.092
3.665;0.0988
3.67;0.1056
3.675;0.1122
3.68;0.1188
3.685;0.1254
3.69;0.1318
3.695;0.1382
3.7;0.1446
3.705;0.151
3.71;0.157
3.715;0.1634
3.72;0.1692
3.725;0.1754
3.73;0.1812
3.735;0.1868
3.74;0.1926
3.745;0.198
3.75;0.2036
3.755;0.2088
3.76;0.214
3.765;0.219
3.77;0.224
3.775;0.2286
3.78;0.2334
3.785;0.2378
3.79;0.242
3.795;0.2462
3.8;0.2504
3.805;0.254
3.81;0.2578
3.815;0.2612
3.82;0.2646
3.825;0.2676
3.83;0.2708
3.835;0.2734
3.84;0.276
3.845;0.2784
3.85;0.2806
3.855;0.2826
3.86;0.2846
3.865;0.286
3.87;0.2876
3.875;0.2886
3.88;0.2898
3.885;0.2904
3.89;0.2912
3.895;0.2916
3.9;0.2918
3.905;0.2918
3.91;0.2916
3.915;0.2912
3.92;0.2904
3.925;0.2898
3.93;0.2886
3.935;0.2876
3.94;0.286
3.945;0.2846
3.95;0.2826
3.955;0.2806
3.96;0.2784
3.965;0.276
3.97;0.2734
3.975;0.2708
3.98;0.2676
3.985;0.2646
3.99;0.2612
3.995;0.2578
4;0.254
4.005;0.2504
4.01;0.2462
4.015;0.242
4.02;0.2378
4.025;0.2334
4.03;0.2286
4.035;0.224
4.04;0.219
4.045;0.214
4.05;0.2088
4.055;0.2036
4.06;0.198
4.065;0.1926
4.07;0.1868
4.075;0.1812
4.08;0.1754
4.085;0.1692
4.09;0.1634
4.095;0.157
4.1;0.151
4.105;0.1446
4.11;0.1382
4.115;0.1318
4.12;0.1254
4.125;0.1188
4.13;0.1122
4.135;0.1056
4.14;0.0988
4.145;0.092
4.15;0.0854
4.155;0.0786
4.16;0.0718
4.165;0.065
4.17;0.0582
4.175;0.0512
4.18;0.0446
4.185;0.0376
4.19;0.031
4.195;0.024
4.2;0.0172
4.205;0.0106
4.21;0.0038
4.215;-0.0028
4.22;-0.0096
4.225;-0.0162
4.23;-0.0228
4.235;-0.0292
4.24;-0.0358
4.245;-0.0422
4.25;-0.0486
4.255;-0.055
4.26;-0.061
4.265;-0.0674
4.27;-0.0734
4.275;-0.0794
4.28;-0.0854
4.285;-0.0912
4.29;-0.0972
4.295;-0.1026
4.3;-0.1084
4.305;-0.114
4.31;-0.1192
4.315;-0.1248
4.32;-0.13
4.325;-0.135
4.33;-0.1402
4.335;-0.145
4.34;-0.15
4.345;-0.1546
4.35;-0.1594
4.355;-0.1638
4.36;-0.1682
4.365;-0.1726
4.37;-0.1768
4.375;-0.181
4.38;-0.185
4.385;-0.1888
4.39;-0.1924
4.395;-0.1962
4.4;-0.1998
4.405;-0.2032
4.41;-0.2066
4.415;-0.2096
4.42;-0.2128
4.425;-0.2158
4.43;-0.2186
4.435;-0.2214
4.44;-0.224
4.445;-0.2264
4.45;-0.229
4.455;-0.2312
4.46;-0.2332
4.465;-0.2354
4.47;-0.2374
4.475;-0.2392
4.48;-0.2408
4.485;-0.2426
4.49;-0.2438
4.495;-0.2454
4.5;-0.2466
4.505;-0.2476
4.51;-0.2488
4.515;-0.2496
4.52;-0.2504
4.525;-0.2512
4.53;-0.2516
4.535;-0.2522
4.54;-0.2524
4.545;-0.2528
4.55;-0.2528
4.555;-0.2528
4.56;-0.2528
4.565;-0.2524
4.57;-0.2522
4.575;-0.2516
4.58;-0.2512
4.585;-0.2504
4.59;-0.2496
4.595;-0.2488
4.6;-0.2476
4.605;-0.2466
4.61;-0.2454
4.615;-0.2438
4.62;-0.2426
4.625;-0.2408
4.63;-0.2392
4.635;-0.2374
4.64;-0.2354
4.645;-0.2332
4.65;-0.2312
4.655;-0.229
4.66;-0.2264
4.665;-0.224
4.67;-0.2214
4.675;-0.2186
4.68;-0.2158
4.685;-0.2128
4.69;-0.2096
4.695;-0.2066
4.7;-0.2032
4.705;-0.1998
4.71;-0.1962
4.715;-0.1924
4.72;-0.1888
4.725;-0.185
4.73;-0.181
4.735;-0.1768
4.74;-0.1726
4.745;-0.1682
4.75;-0.1638
4.755;-0.1594
4.76;-0.1546
4.765;-0.15
4.77;-0.145
4.775;-0.1402
4.78;-0.135
4.785;-0.13
4.79;-0.1248
4.795;-0.1192
4.8;-0.114
4.805;-0.1084
4.81;-0.1026
4.815;-0.0972
4.82;-0.0912
4.825;-0.0854
4.83;-0.0794
4.835;-0.0734
4.84;-0.0674
4.845;-0.061
4.85;-0.055
4.855;-0.0486
4.86;-0.0422
4.865;-0.0358
4.87;-0.0292
4.875;-0.0228
4.88;-0.0162
4.885;-0.0096
4.89;-0.0028
4.895;0.0038
4.9;0.0106
4.905;0.0172
4.91;0.024
4.915;0.031
4.92;0.0376
4.925;0.0446
4.93;0.0512
4.935;0.0582
4.94;0.065
4.945;0.0718
4.95;0.0786
4.955;0.0854
4.96;0.092
4.965;0.0988
4.97;0.1056
4.975;0.1122
4.98;0.1188
4.985;0.1254
4.99;0.1318
4.995;0.1382
5;0.1446
5.005;0.151
5.01;0.157
5.015;0.1634
5.02;0.1692
5.025;0.1754
5.03;0.1812
5.035;0.1868
5.04;0.1926
5.045;0.198
5.05;0.2036
5.055;0.2088
5.06;0.214
5.065;0.219
5.07;0.224
5.075;0.2286
5.08;0.2334
5.085;0.2378
5.09;0.242
5.095;0.2462
5.1;0.2504
5.105;0.254
5.11;0.2578
5.115;0.2612
5.12;0.2646
5.125;0.2676
5.13;0.2708
5.135;0.2734
5.14;0.276
5.145;0.2784
5.15;0.2806
5.155;0.2826
5.16;0.2846
5.165;0.286
5.17;0.2876
5.175;0.2886
5.18;0.2898
5.185;0.2904
5.19;0.2912
5.195;0.2916
5.2;0.2918
5.205;0.2918
5.21;0.2916
5.215;0.2912
5.22;0.2904
5.225;0.2898
5.23;0.2886
5.235;0.2876
5.24;0.286
5.245;0.2846
5.25;0.2826
5.255;0.2806
5.26;0.2784
5.265;0.276
5.27;0.2734
5.275;0.2708
5.28;0.2676
5.285;0.2646
5.29;0.2612
5.295;0.2578
5.3;0.254
5.305;0.2504
5.31;0.2462
5.315;0.242
5.32;0.2378
5.325;0.2334
5.33;0.2286
5.335;0.224
5.34;0.219
5.345;0.214
5.35;0.2088
5.355;0.2036
5.36;0.198
5.365;0.1926
5.37;0.1868
5.375;0.1812
5.38;0.1754
5.385;0.1692
5.39;0.1634
5.395;0.157
5.4;0.151
5.405;0.1446
5.41;0.1382
5.415;0.1318
5.42;0.1254
5.425;0.1188
5.43;0.1122
5.435;0.1056
5.44;0.0988
5.445;0.092
5.45;0.0854
5.455;0.0786
5.46;0.0718
5.465;0.065
5.47;0.0582
5.475;0.0512
5.48;0.0446
5.485;0.0376
5.49;0.031
5.495;0.024
5.5;0.0172
5.505;0.0106
5.51;0.0038
5.515;-0.0028
5.52;-0.0096
5.525;-0.0162
5.53;-0.0228
5.535;-0.0292
5.54;-0.0358
5.545;-0.0422
5.55;-0.0486
5.555;-0.055
5.56;-0.061
5.565;-0.0674
5.57;-0.0734
5.575;-0.0794
5.58;-0.0854
5.585;-0.0912
5.59;-0.0972
5.595;-0.1026
5.6;-0.1084
5.605;-0.114
5.61;-0.1192
5.615;-0.1248
5.62;-0.13
5.625;-0.135
5.63;-0.1402
5.635;-0.145
5.64;-0.15
5.645;-0.1546
5.65;-0.1594
5.655;-0.1638
5.66;-0.1682
5.665;-0.1726
5.67;-0.1768
5.675;-0.181
5.68;-0.185
5.685;-0.1888
5.69;-0.1924
5.695;-0.1962
5.7;-0.1998
5.705;-0.2032
5.71;-0.2066
5.715;-0.2096
5.72;-0.2128
5.725;-0.2158
5.73;-0.2186
5.735;-0.2214
5.74;-0.224
5.745;-0.2264
5.75;-0.229
5.755;-0.2312
5.76;-0.2332
5.765;-0.2354
5.77;-0.2374
5.775;-0.2392
5.78;-0.2408
5.785;-0.2426
5.79;-0.2438
5.795;-0.2454
5.8;-0.2466
5.805;-0.2476
5.81;-0.2488
5.815;-0.2496
5.82;-0.2504
5.825;-0.2512
5.83;-0.2516
5.835;-0.2522
5.84;-0.2524
5.845;-0.2528
5.85;-0.2528
5.855;-0.2528
5.86;-0.2528
5.865;-0.2524
5.87;-0.2522
5.875;-0.2516
5.88;-0.2512
5.885;-0.2504
5.89;-0.2496
5.895;-0.2488
5.9;-0.2476
5.905;-0.2466
5.91;-0.2454
5.915;-0.2438
5.92;-0.2426
5.925;-0.2408
5.93;-0.2392
5.935;-0.2374
5.94;-0.2354
5.945;-0.2332
5.95;-0.2312
5.955;-0.229
5.96;-0.2264
5.965;-0.224
5.97;-0.2214
5.975;-0.2186
5.98;-0.2158
5.985;-0.2128
5.99;-0.2096
5.995;-0.2066
6;-0.2032
6.005;-0.1998
6.01;-0.1962
6.015;-0.1924
6.02;-0.1888
6.025;-0.185
6.03;-0.181
6.035;-0.1768
6.04;-0.1726
6.045;-0.1682
6.05;-0.1638
6.055;-0.1594
6.06;-0.1546
6.065;-0.15
6.07;-0.145
6.075;-0.1402
6.08;-0.135
6.085;-0.13
6.09;-0.1248
6.095;-0.1192
6.1;-0.114
6.105;-0.1084
6.11;-0.1026
6.115;-0.0972
6.12;-0.0912
6.125;-0.0854
6.13;-0.0794
6.135;-0.0734
6.14;-0.0674
6.145;-0.061
6.15;-0.055
6.155;-0.0486
6.16;-0.0422
6.165;-0.0358
6.17;-0.0292
6.175;-0.0228
6.18;-0.0162
6.185;-0.0096
6.19;-0.0028
6.195;0.0038
6.2;0.0106
6.205;0.0172
6.21;0.024
6.215;0.031
6.22;0.0376
6.225;0.0446
6.23;0.0512
6.235;0.0582
6.24;0.065
6.245;0.0718
6.25;0.0786
6.255;0.0854
6.26;0.092
6.265;0.0988
6.27;0.1056
6.275;0.1122
6.28;0.1188
6.285;0.1254
6.29;0.1318
6.295;0.1382
6.3;0.1446
6.305;0.151
6.31;0.157
6.315;0.1634
6.32;0.1692
6.325;0.1754
6.33;0.1812
6.335;0.1868
6.34;0.1926
6.345;0.198
6.35;0.2036
6.355;0.2088
6.36;0.214
6.365;0.219
6.37;0.224
6.375;0.2286
6.38;0.2334
6.385;0.2378
6.39;0.242
6.395;0.2462
6.4;0.2504
6.405;0.254
6.41;0.2578
6.415;0.2612
6.42;0.2646
6.425;0.2676
6.43;0.2708
6.435;0.2734
6.44;0.276
6.445;0.2784
6.45;0.2806
6.455;0.2826
6.46;0.2846
6.465;0.286
6.47;0.2876
6.475;0.2886
6.48;0.2898
6.485;0.2904
6.49;0.2912
6.495;0.2916
6.5;0.2918
6.505;0.2918
6.51;0.2916
6.515;0.2912
6.52;0.2904
6.525;0.2898
6.53;0.2886
6.535;0.2876
6.54;0.286
6.545;0.2846
6.55;0.2826
6.555;0.2806
6.56;0.2784
6.565;0.276
6.57;0.2734
6.575;0.2708
6.58;0.2676
6.585;0.2646
6.59;0.2612
6.595;0.2578
6.6;0.254
6.605;0.2504
6.61;0.2462
6.615;0.242
6.62;0.2378
6.625;0.2334
6.63;0.2286
6.635;0.224
6.64;0.219
6.645;0.214
6.65;0.2088
6.655;0.2036
6.66;0.198
6.665;0.1926
6.67;0.1868
6.675;0.1812
6.68;0.1754
6.685;0.1692
6.69;0.1634
6.695;0.157
6.7;0.151
6.705;0.1446
6.71;0.1382
6.715;0.1318
6.72;0.1254
6.725;0.1188
6.73;0.1122
6.735;0.1056
6.74;0.0988
6.745;0.092
6.75;0.0854
6.755;0.0786
6.76;0.0718
6.765;0.065
6.77;0.0582
6.775;0.0512
6.78;0.0446
6.785;0.0376
6.79;0.031
6.795;0.024
6.8;0.0172
6.805;0.0106
6.81;0.0038
6.815;-0.0028
6.82;-0.0096
6.825;-0.0162
6.83;-0.0228
6.835;-0.0292
6.84;-0.0358
6.845;-0.0422
6.85;-0.0486
6.855;-0.055
6.86;-0.061
6.865;-0.0674
6.87;-0.0734
6.875;-0.0794
6.88;-0.0854
6.885;-0.0912
6.89;-0.0972
6.895;-0.1026
6.9;-0.1084
6.905;-0.114
6.91;-0.1192
6.915;-0.1248
6.92;-0.13
6.925;-0.135
6.93;-0.1402
6.935;-0.145
6.94;-0.15
6.945;-0.1546
6.95;-0.1594
6.955;-0.1638
6.96;-0.1682
6.965;-0.1726
6.97;-0.1768
6.975;-0.181
6.98;-0.185
6.985;-0.1888
6.99;-0.1924
6.995;-0.1962
7;-0.1998
7.005;-0.2032
7.01;-0.2066
7.015;-0.2096
7.02;-0.2128
7.025;-0.2158
7.03;-0.2186
7.035;-0.2214
7.04;-0.224
7.045;-0.2264
7.05;-0.229
7.055;-0.2312
7.06;-0.2332
7.065;-0.2354
7.07;-0.2374
7.075;-0.2392
7.08;-0.2408
7.085;-0.2426
7.09;-0.2438
7.095;-0.2454
7.1;-0.2466
7.105;-0.2476
7.11;-0.2488
7.115;-0.2496
7.12;-0.2504
7.125;-0.2512
7.13;-0.2516
7.135;-0.2522
7.14;-0.2524
7.145;-0.2528
7.15;-0.2528
7.155;-0.2528
7.16;-0.2528
7.165;-0.2524
7.17;-0.2522
7.175;-0.2516
7.18;-0.2512
7.185;-0.2504
7.19;-0.2496
7.195;-0.2488
7.2;-0.2476
7.205;-0.2466
7.21;-0.2454
7.215;-0.2438
7.22;-0.2426
7.225;-0.2408
7.23;-0.2392
7.235;-0.2374
7.24;-0.2354
7.245;-0.2332
7.25;-0.2312
7.255;-0.229
7.26;-0.2264
7.265;-0.224
7.27;-0.2214
7.275;-0.2186
7.28;-0.2158
7.285;-0.2128
7.29;-0.2096
7.295;-0.2066
7.3;-0.2032
7.305;-0.1998
7.31;-0.1962
7.315;-0.1924
7.32;-0.1888
7.325;-0.185
7.33;-0.181
7.335;-0.1768
7.34;-0.1726
7.345;-0.1682
7.35;-0.1638
7.355;-0.1594
7.36;-0.1546
7.365;-0.15
7.37;-0.145
7.375;-0.1402
7.38;-0.135
7.385;-0.13
7.39;-0.1248
7.395;-0.1192
7.4;-0.114
7.405;-0.1084
7.41;-0.1026
7.415;-0.0972
7.42;-0.0912
7.425;-0.0854
7.43;-0.0794
7.435;-0.0734
7.44;-0.0674
7.445;-0.061
7.45;-0.055
7.455;-0.0486
7.46;-0.0422
7.465;-0.0358
7.47;-0.0292
7.475;-0.0228
7.48;-0.0162
7.485;-0.0096
7.49;-0.0028
7.495;0.0038
